Iteration,Evaluation Loss,Evaluation Accuracy
0,2.3103251457214355,0.0979299396276474
1,2.2979984283447266,0.11634156107902527
2,2.2910492420196533,0.13584792613983154
3,2.284766435623169,0.15356290340423584
4,2.278826951980591,0.16610270738601685
5,2.274606704711914,0.18580812215805054
6,2.272454261779785,0.19964171946048737
7,2.2713263034820557,0.21516719460487366
8,2.269705295562744,0.21954618394374847
9,2.2679052352905273,0.22223328053951263
10,2.267035722732544,0.2239251583814621
11,2.265878200531006,0.22472134232521057
12,2.264410972595215,0.22671177983283997
13,2.2635931968688965,0.23288217186927795
14,2.2620561122894287,0.24144108593463898
15,2.260558605194092,0.2518909275531769
16,2.258965253829956,0.26283836364746094
17,2.2578623294830322,0.27159634232521057
18,2.257033586502075,0.2802547812461853
19,2.256258964538574,0.2885151207447052
20,2.2562358379364014,0.2979697585105896
21,2.2563390731811523,0.31011146306991577
22,2.256542921066284,0.31379377841949463
23,2.25659441947937,0.31916800141334534
24,2.2569854259490967,0.32225319743156433
25,2.257227897644043,0.3260350227355957
26,2.257722854614258,0.32852309942245483
27,2.258471727371216,0.32752788066864014
28,2.258920669555664,0.33160826563835144
29,2.2597434520721436,0.33399680256843567
30,2.2609827518463135,0.331210196018219
31,2.26249361038208,0.3331011235713959
32,2.2636752128601074,0.3334991931915283
33,2.2644338607788086,0.3372810482978821
34,2.2647018432617188,0.34106290340423584
35,2.265124559402466,0.341958612203598
36,2.265556812286377,0.34225717186927795
37,2.266094207763672,0.34225717186927795
38,2.266568660736084,0.34404855966567993
39,2.2670950889587402,0.34424760937690735
40,2.267401933670044,0.34375
41,2.26779842376709,0.3397690951824188
42,2.2682909965515137,0.337380588054657
43,2.2690486907958984,0.3333996832370758
44,2.26967453956604,0.3322054147720337
45,2.2703018188476562,0.32762739062309265
46,2.2706000804901123,0.3237460255622864
47,2.271005153656006,0.32245221734046936
48,2.271524429321289,0.3187699019908905
49,2.271836996078491,0.31528663635253906
50,2.271988868713379,0.31200239062309265
51,2.272204637527466,0.310708612203598
52,2.2725088596343994,0.3115047812461853
53,2.2729411125183105,0.3123009502887726
54,2.273465871810913,0.31210190057754517
55,2.2739832401275635,0.3106090724468231
56,2.274167776107788,0.3103105127811432
57,2.2742154598236084,0.3113057315349579
58,2.274172782897949,0.31180334091186523
59,2.2743258476257324,0.3084195852279663
60,2.2743279933929443,0.3053343892097473
61,2.2740190029144287,0.30443868041038513
62,2.2737910747528076,0.3033439517021179
63,2.273221254348755,0.3064291477203369
64,2.272822380065918,0.30583199858665466
65,2.2721590995788574,0.30672770738601685
66,2.271627902984619,0.31011146306991577
67,2.270801544189453,0.314291387796402
68,2.2699902057647705,0.31926751136779785
69,2.2692642211914062,0.321954607963562
70,2.2683537006378174,0.32563695311546326
71,2.267483711242676,0.32981687784194946
72,2.2665951251983643,0.33787819743156433
73,2.2656302452087402,0.3435509502887726
74,2.264604091644287,0.3460390269756317
75,2.2632791996002197,0.35041800141334534
76,2.261974334716797,0.3560907542705536
77,2.2606897354125977,0.36076831817626953
78,2.259084701538086,0.36833199858665466
79,2.2574081420898438,0.3757961690425873
80,2.255666494369507,0.38077229261398315
